,filter,benchmark,noise_level,information_retention,jaccard,degree_assortativity,average_clustering,average_shortest_path_length,density,average_degree_connectivity,transitivity,true_positive,true_negative,false_positive,false_negative,precision,recall,f1_score,filename,weighted
2847,,,0.4,0.23976109373180832,0.41642011834319526,,1.0,,0.9949246038290833,0.8091764705882353,1.0,563,450,0,113,1.0,0.8328402366863905,0.9087974172719936,grid_graph700,True
2848,,,0.5,0.2619047636901389,0.44136460554371004,,1.0,,0.9949562393351501,0.6401089925625423,1.0,621,621,55,55,0.9186390532544378,0.9186390532544378,0.9186390532544378,grid_graph700,True
2849,,,,0.30917159978659525,0.5,,1.0,,0.9970544918998528,0.5926912221441059,1.0,,,,,,,,grid_graph700,True
2850,,,0.1,0.22246455996364245,0.46550522648083625,,1.0,,0.995886604593812,0.5738449687552534,1.0,668,67,83,684,0.8894806924101198,0.4940828402366864,0.635282929148835,grid_graph700,True
2851,,,0.2,0.20235934813477255,0.44825313117996046,,1.0,,0.9954936713569842,0.570488171919668,1.0,680,173,165,672,0.8047337278106509,0.5029585798816568,0.6190259444697315,grid_graph700,True
2852,,,0.3,0.04955320935493348,0.42646153846153845,,1.0,,0.9953774472451831,0.5746459894548476,1.0,693,306,273,659,0.717391304347826,0.5125739644970414,0.5979292493528904,grid_graph700,True
2853,,,0.4,0.0607692314537936,0.3825989960959286,,1.0,,0.9954358752839743,0.5928320412228156,1.0,686,460,441,666,0.6086956521739131,0.507396449704142,0.5534489713594192,grid_graph700,True
2854,,,0.5,0.0783582101295915,0.35132433783108447,,1.0009950248756219,,0.9956071338404991,0.6837750718750107,1.0012776831345827,703,703,649,649,0.5199704142011834,0.5199704142011834,0.5199704142011834,grid_graph700,True
2855,,,0.1,0.04449938238132053,0.23693629205440228,,1.0,,0.9952526306987884,0.46742977528089885,1.0,331,30,45,345,0.8803191489361702,0.4896449704142012,0.629277566539924,grid_graph700,True
2856,,,0.2,0.0466595974737342,0.22922437673130194,,1.0,,0.995055747865573,0.4611596238267787,1.0,331,77,92,345,0.7825059101654847,0.4896449704142012,0.6023657870791629,grid_graph700,True
2857,,,0.3,0.038533834972423964,0.22170439414114515,,1.0,,0.9949580395986134,0.4625006290421304,1.0,333,139,150,343,0.6894409937888198,0.492603550295858,0.5746333045729077,grid_graph700,True
2858,,,0.4,0.04948805507106278,0.21433100824350032,,1.0,,0.9949246038290833,0.4655742176284813,1.0,338,225,225,338,0.6003552397868561,0.5,0.5456012913640033,grid_graph700,True
2859,,,0.5,0.01111111132513451,0.20786182251340082,,1.0,,0.9949562393351501,0.5133590446276758,1.0,349,349,327,327,0.5162721893491125,0.5162721893491125,0.5162721893491125,grid_graph700,True
2860,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,grid_graph700,True
2861,,,0.1,0.745910581150682,0.9001331557922769,,1.0,,0.9976642253879183,0.6243944090972867,1.0,1352,0,150,0,0.9001331557922769,1.0,0.9474421864050455,grid_graph700,True
2862,,,0.2,0.6279491873491718,0.8,,1.0,,0.9968783589142631,0.679786436966746,1.0,1352,0,338,0,0.8,1.0,0.8888888888888888,grid_graph700,True
2863,,,0.3,0.5824532960263045,0.7001553599171414,,1.0,,0.9966445975815038,0.7643313747651246,1.0,1352,0,579,0,0.7001553599171414,1.0,0.8236369174535486,grid_graph700,True
2864,,,0.4,0.6000000074103694,0.6003552397868561,,1.0,,0.9967604120362389,0.9236674181192308,1.0,1352,1,900,0,0.6003552397868561,1.0,0.7502774694783574,grid_graph700,True
2865,,,0.5,0.6052238903969067,0.5076980848666917,,1.000784174366264,,0.9970598518164463,1.1092360168532025,1.001006711409396,1352,41,1311,0,0.5076980848666917,1.0,0.6734744707347448,grid_graph700,True
2866,,,0.1,0.7456521770800671,0.9001331557922769,,1.0,,0.9976410642597214,0.6166030186296029,1.0,1352,0,150,0,0.9001331557922769,1.0,0.9474421864050455,grid_graph700,True
2867,,,0.2,0.6251129218265539,0.8,,1.0,,0.996853387214146,0.6765952746718433,1.0,1352,0,338,0,0.8,1.0,0.8888888888888888,grid_graph700,True
