,filter,benchmark,noise_level,information_retention,jaccard,average_degree_original,average_degree_filtered,average_clustering_original,average_clustering_filtered,average_path_length_original,average_path_length_filtered,diameter_original,diameter_filtered,average_betweenness_original,average_betweenness_filtered,average_closeness_original,average_closeness_filtered,global_efficiency_original,global_efficiency_filtered,degree_assortativity_original,degree_assortativity_filtered,density_original,density_filtered,transitivity_original,transitivity_filtered,degree_variance_original,degree_variance_filtered,maximum_degree_original,maximum_degree_filtered,true_positive,true_negative,false_positive,false_negative,precision,recall,f1_score,RMSE,filename,weighted
4003,overlapping_trees,bench_structural_noise_filtering,0.5,0.9243135381139418,0.2741617357001972,5.587301587301587,4.920634920634921,0.1075992790278504,0.0480032753842277,3.169396825396825,3.1978412698412697,6.0,6.0,0.017495135688684,0.0177245263696876,0.3183875050095752,0.3145732521560418,0.3601375661375446,0.3510095238095052,-0.0892041442637386,-0.0706216512813901,0.0446984126984126,0.0393650793650793,0.0905888273779567,0.0492857142857142,5.90904509952129,2.930209120685311,15,10,174,7393,140,168,0.554140127388535,0.5087719298245614,0.5304878048780488,0.1977652929892177,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4004,k_core_decomposition,bench_net2net_filtering,,8.572168507985874e-06,0.1832691249312052,27.126984126984127,26.727272727272727,0.5759076430286777,0.8599273189882101,1.948063492063492,1.1647727272727273,4.0,2.0,0.0076456733230926,0.0053152492668621,0.5202290818631112,0.8655253910357128,0.5810899470899511,0.9176136363636364,0.0828713534518043,-0.1230621758540167,0.217015873015873,0.8352272727272727,0.5216527100395694,0.8538721706703668,153.71403376165287,11.228650137741043,55,32,441,6166,0,1268,1.0,0.2580456407255705,0.4102325581395349,0.4012678320222953,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4005,k_core_decomposition,bench_noise_filtering,0.1,1.0760388730927237e-06,0.1656543346217559,27.126984126984127,25.93548387096774,0.5759076430286777,0.8828929156317076,1.948063492063492,1.135483870967742,4.0,2.0,0.0076456733230926,0.0046718576195773,0.5202290818631112,0.8867005024153957,0.5810899470899511,0.932258064516129,0.0828713534518043,-0.1270392861807395,0.217015873015873,0.864516129032258,0.5216527100395694,0.8780920469104169,153.71403376165287,7.931321540062434,55,30,399,6163,3,1310,0.9925373134328358,0.2334698654183733,0.3780198957839886,0.4083260446385446,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4006,k_core_decomposition,bench_noise_filtering,0.2,0.0009650505879454,0.7194244604316546,27.126984126984127,34.104166666666664,0.5759076430286777,0.5302579818459109,1.948063492063492,1.642324561403509,4.0,3.0,0.0076456733230926,0.0068332400149309,0.5202290818631112,0.6106488733492068,0.5810899470899511,0.6792763157894735,0.0828713534518043,0.1065997772423121,0.217015873015873,0.3589912280701754,0.5216527100395694,0.5212615722579633,153.71403376165287,65.94748263888889,55,54,1400,5929,237,309,0.855222968845449,0.8191925102399064,0.8368200836820083,0.2633122354417533,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4007,k_core_decomposition,bench_noise_filtering,0.3,0.0001662503579455,0.5930930930930931,27.126984126984127,35.51807228915663,0.5759076430286777,0.5457184106860866,1.948063492063492,1.5668527769615046,4.0,2.0,0.0076456733230926,0.0069981824316235,0.5202290818631112,0.6406794031074897,0.5810899470899511,0.7165736115192477,0.0828713534518043,0.1238389723441928,0.217015873015873,0.4331472230384954,0.5216527100395694,0.5471549738808066,153.71403376165287,60.94846857308753,55,54,1185,5877,289,524,0.8039348710990502,0.6933879461673493,0.7445805843543827,0.3213068552615945,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4008,k_core_decomposition,bench_noise_filtering,0.4,9.823438651605676e-06,0.6176821983273596,27.126984126984127,43.98130841121496,0.5759076430286777,0.4893175899358361,1.948063492063492,1.5850819961206135,4.0,2.0,0.0076456733230926,0.0055722094868629,0.5202290818631112,0.632532721501518,0.5810899470899511,0.7074590019396931,0.0828713534518043,0.0501086139703354,0.217015873015873,0.4149180038793864,0.5216527100395694,0.4915569016257607,153.71403376165287,72.18656651235915,55,64,1551,5364,802,158,0.659158521036974,0.9075482738443534,0.7636632200886263,0.3491486243775878,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4009,k_core_decomposition,bench_noise_filtering,0.5,1.7839292036993333e-07,0.5016369588941433,27.126984126984127,49.36734693877551,0.5759076430286777,0.54373599923452,1.948063492063492,1.4910582789816955,4.0,2.0,0.0076456733230926,0.0051151904060593,0.5202290818631112,0.6721298524937335,0.5810899470899511,0.7544708605091521,0.0828713534518043,0.0601983499791099,0.217015873015873,0.5089417210183043,0.5216527100395694,0.5463308640318129,153.71403376165287,44.82423990004164,55,66,1379,5126,1040,330,0.5700702769739562,0.8069046225863078,0.6681201550387597,0.4170950179134893,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4010,k_core_decomposition,bench_structural_noise_filtering,0.1,1.0,1.0,26.727272727272727,26.727272727272727,0.8599273189882101,0.8599273189882101,1.1647727272727273,1.1647727272727273,2.0,2.0,0.0053152492668621,0.0053152492668621,0.8655253910357128,0.8655253910357128,0.9176136363636364,0.9176136363636364,-0.1230621758540167,-0.1230621758540167,0.8352272727272727,0.8352272727272727,0.8538721706703668,0.8538721706703668,11.228650137741043,11.228650137741043,32,32,441,87,0,0,1.0,1.0,1.0,0.0,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4011,k_core_decomposition,bench_structural_noise_filtering,0.2,0.984269040389178,0.997737556561086,26.727272727272727,26.78787878787879,0.8599273189882101,0.8606661211393523,1.1647727272727273,1.1628787878787878,2.0,2.0,0.0053152492668621,0.0052541544477028,0.8655253910357128,0.8668013081011037,0.9176136363636364,0.918560606060606,-0.1230621758540167,-0.1219198908002698,0.8352272727272727,0.8371212121212122,0.8538721706703668,0.8549222797927462,11.228650137741043,11.015610651974288,32,32,441,86,1,0,0.997737556561086,1.0,0.9988674971687428,0.0435194139889244,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4012,k_core_decomposition,bench_structural_noise_filtering,0.3,0.984269040389178,0.997737556561086,26.727272727272727,26.78787878787879,0.8599273189882101,0.8606661211393523,1.1647727272727273,1.1628787878787878,2.0,2.0,0.0053152492668621,0.0052541544477028,0.8655253910357128,0.8668013081011037,0.9176136363636364,0.918560606060606,-0.1230621758540167,-0.1219198908002698,0.8352272727272727,0.8371212121212122,0.8538721706703668,0.8549222797927462,11.228650137741043,11.015610651974288,32,32,441,86,1,0,0.997737556561086,1.0,0.9988674971687428,0.0435194139889244,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4013,k_core_decomposition,bench_structural_noise_filtering,0.4,0.984269040389178,0.997737556561086,26.727272727272727,26.78787878787879,0.8599273189882101,0.8606661211393523,1.1647727272727273,1.1628787878787878,2.0,2.0,0.0053152492668621,0.0052541544477028,0.8655253910357128,0.8668013081011037,0.9176136363636364,0.918560606060606,-0.1230621758540167,-0.1219198908002698,0.8352272727272727,0.8371212121212122,0.8538721706703668,0.8549222797927462,11.228650137741043,11.015610651974288,32,32,441,86,1,0,0.997737556561086,1.0,0.9988674971687428,0.0435194139889244,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
4014,k_core_decomposition,bench_structural_noise_filtering,0.5,0.984269040389178,0.997737556561086,26.727272727272727,26.78787878787879,0.8599273189882101,0.8606661211393523,1.1647727272727273,1.1628787878787878,2.0,2.0,0.0053152492668621,0.0052541544477028,0.8655253910357128,0.8668013081011037,0.9176136363636364,0.918560606060606,-0.1230621758540167,-0.1219198908002698,0.8352272727272727,0.8371212121212122,0.8538721706703668,0.8549222797927462,11.228650137741043,11.015610651974288,32,32,441,86,1,0,0.997737556561086,1.0,0.9988674971687428,0.0435194139889244,"High_school_dynamic_contact_networks_contact_list,_2011_real_nets",False
6160,local_degree_sparsifier,bench_net2net_filtering,,3.372495626625661e-08,0.4996699669966997,32.234042553191486,16.106382978723403,0.7736413477530533,0.4807234693193966,1.7712194005948296,,4.0,,0.0083828195716829,0.0012881342444769,0.57889151743096,0.2097850417565818,0.65408373369938,0.2324410889956531,-0.1505689603597555,-0.1008551445402091,0.3466026080988332,0.173186913749714,0.7026018521659486,0.8218315402781422,247.62607514712536,243.2014486192848,74,48,757,2856,0,758,1.0,0.4996699669966997,0.6663732394366197,0.4164321005267475,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6161,local_degree_sparsifier,bench_noise_filtering,0.1,2.352452062451032e-06,0.5151125401929261,32.234042553191486,17.893617021276597,0.7736413477530533,0.4737338876554035,1.7712194005948296,,4.0,,0.0083828195716829,0.0014671799309679,0.57889151743096,0.234629650751876,0.65408373369938,0.2598947609242736,-0.1505689603597555,-0.1380232553729987,0.3466026080988332,0.1924044840997483,0.7026018521659486,0.7728420739860348,247.62607514712536,270.5631507469444,74,51,801,2816,40,714,0.9524375743162902,0.5287128712871287,0.6799660441426146,0.4153318816940237,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6162,local_degree_sparsifier,bench_noise_filtering,0.2,3.161826556663744e-05,0.5238390092879257,32.234042553191486,20.127659574468087,0.7736413477530533,0.4897019245707076,1.7712194005948296,,4.0,,0.0083828195716829,0.0017606159171615,0.57889151743096,0.2688165314601394,0.65408373369938,0.2972622588271181,-0.1505689603597555,-0.1655733156442234,0.3466026080988332,0.2164264470372912,0.7026018521659486,0.7421810510868568,247.62607514712536,310.9411498415573,74,55,846,2756,100,669,0.8942917547568711,0.5584158415841585,0.6875253961804144,0.4194428220181817,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6163,local_degree_sparsifier,bench_noise_filtering,0.3,0.0003228010668283,0.5375962107756068,32.234042553191486,23.02127659574468,0.7736413477530533,0.4605678962291379,1.7712194005948296,,4.0,,0.0083828195716829,0.0018302447952413,0.57889151743096,0.2913087897421201,0.65408373369938,0.3244490200564331,-0.1505689603597555,-0.0301273414362305,0.3466026080988332,0.2475406085563944,0.7026018521659486,0.7478989531626284,247.62607514712536,358.87188773200546,74,53,908,2682,174,607,0.8391866913123844,0.5993399339933994,0.699268386599923,0.4227027893632098,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6164,local_degree_sparsifier,bench_noise_filtering,0.4,1.749558798975947e-05,0.5291850220264317,32.234042553191486,26.851063829787236,0.7736413477530533,0.511341082305049,1.7712194005948296,,4.0,,0.0083828195716829,0.0017183412411844,0.57889151743096,0.3342491279527866,0.65408373369938,0.3677648135438114,-0.1505689603597555,-0.1378559187247424,0.3466026080988332,0.2887211164493251,0.7026018521659486,0.7385532272544937,247.62607514712536,419.722498868266,74,59,961,2555,301,554,0.7614896988906498,0.6343234323432343,0.6921137918617213,0.4422752677817523,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6165,local_degree_sparsifier,bench_noise_filtering,0.5,1.1801665221331077e-07,0.4882121807465618,32.234042553191486,32.234042553191486,0.7736413477530533,0.5542458005909968,1.7712194005948296,,4.0,,0.0083828195716829,0.0016636328369789,0.57889151743096,0.3812755057880962,0.65408373369938,0.4171814230153293,-0.1505689603597555,-0.0315879736436244,0.3466026080988332,0.3466026080988332,0.7026018521659486,0.8067420982443598,247.62607514712536,540.7962879130829,74,59,994,2335,521,521,0.6561056105610561,0.6561056105610561,0.6561056105610561,0.4882513538948843,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6166,local_degree_sparsifier,bench_structural_noise_filtering,0.1,0.0004330572218947,0.5425950196592398,16.106382978723403,8.936170212765957,0.4807234693193966,0.3747489009475193,,,,,0.0012881342444769,0.0009946982582833,0.2097850417565818,0.130278161527705,0.2324410889956531,0.1418439716312056,-0.1008551445402091,-0.403521267951925,0.173186913749714,0.0960878517501715,0.8218315402781422,0.7343205574912892,243.2014486192848,148.9108193752829,48,40,414,3608,6,343,0.9857142857142858,0.5468956406869221,0.703483432455395,0.2825675657119983,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6167,local_degree_sparsifier,bench_structural_noise_filtering,0.2,0.0748952448957103,0.5932642487046632,16.106382978723403,10.063829787234043,0.4807234693193966,0.3498267234667712,,,,,0.0012881342444769,0.0005818984810957,0.2097850417565818,0.1227475511484623,0.2324410889956531,0.1343704720506367,-0.1008551445402091,-0.0050152638464903,0.173186913749714,0.1082132235186456,0.8218315402781422,0.8282070517629407,243.2014486192848,164.03847894975107,48,36,458,3599,15,299,0.9682875264270612,0.6050198150594451,0.7447154471544716,0.2680244545059714,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6168,local_degree_sparsifier,bench_structural_noise_filtering,0.3,0.0861184041445794,0.6522292993630573,16.106382978723403,11.48936170212766,0.4807234693193966,0.3909520606754524,,,,,0.0012881342444769,0.0011190355405687,0.2097850417565818,0.1593930795155718,0.2324410889956531,0.1750171585449554,-0.1008551445402091,-0.25748981975858,0.173186913749714,0.123541523678792,0.8218315402781422,0.7609756097560976,243.2014486192848,189.16478044363976,48,44,512,3586,28,245,0.9481481481481482,0.6763540290620872,0.7895142636854279,0.2499141925493859,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6169,local_degree_sparsifier,bench_structural_noise_filtering,0.4,0.0871992081251029,0.7187112763320942,16.106382978723403,13.404255319148936,0.4807234693193966,0.3830961169096001,,,,,0.0012881342444769,0.000895228432455,0.2097850417565818,0.1689434953565023,0.2324410889956531,0.185312285518188,-0.1008551445402091,-0.1632868536325778,0.173186913749714,0.1441317776252574,0.8218315402781422,0.7623892353134231,243.2014486192848,222.7089180624716,48,44,580,3564,50,177,0.9206349206349206,0.7661822985468957,0.8363374188896899,0.2278885606277192,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6170,local_degree_sparsifier,bench_structural_noise_filtering,0.5,0.1113395978372363,0.8002378121284186,16.106382978723403,16.106382978723403,0.4807234693193966,0.4065203650128821,,,,,0.0012881342444769,0.0009225826345578,0.2097850417565818,0.1962096118351789,0.2324410889956531,0.2156257149393731,-0.1008551445402091,-0.0993397705627268,0.173186913749714,0.173186913749714,0.8218315402781422,0.7719429857464366,243.2014486192848,267.2014486192848,48,46,673,3530,84,84,0.8890356671070013,0.8890356671070013,0.8890356671070013,0.196048822235862,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6171,random_edge_sparsifier,bench_net2net_filtering,,5.931338525748814e-06,0.5003300330033004,32.234042553191486,16.127659574468087,0.7736413477530533,0.399088014865264,1.7712194005948296,,4.0,,0.0083828195716829,0.0114539504441327,0.57889151743096,0.4781617800321456,0.65408373369938,0.5352703424082956,-0.1505689603597555,-0.1533890514581236,0.3466026080988332,0.1734156943491192,0.7026018521659486,0.3469052025498663,247.62607514712536,66.43051154368491,74,36,758,2856,0,757,1.0,0.5003300330033004,0.6669599648042235,0.4161573185103369,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6172,random_edge_sparsifier,bench_noise_filtering,0.1,4.358708169920207e-06,0.473125,32.234042553191486,17.914893617021278,0.7736413477530533,0.3407483710684599,1.7712194005948296,,4.0,,0.0083828195716829,0.0099395223458963,0.57889151743096,0.5109954556731998,0.65408373369938,0.5643254785327506,-0.1505689603597555,-0.0850196705590057,0.3466026080988332,0.1926332646991535,0.7026018521659486,0.325664739884393,247.62607514712536,65.05658669081032,74,44,757,2771,85,758,0.8990498812351544,0.4996699669966997,0.6423419601187951,0.43916061446646,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6173,random_edge_sparsifier,bench_noise_filtering,0.2,3.4842663756181647e-05,0.4559432288586635,32.234042553191486,20.148936170212767,0.7736413477530533,0.3390496106213248,1.7712194005948296,1.8329901624342253,4.0,3.0,0.0083828195716829,0.0090542408960241,0.57889151743096,0.5486539370827099,0.65408373369938,0.6000533821398597,-0.1505689603597555,-0.0678045908528184,0.3466026080988332,0.2166552276366964,0.7026018521659486,0.3206751054852321,247.62607514712536,67.99909461294703,74,46,771,2680,176,744,0.8141499472016895,0.5089108910891089,0.6263200649878148,0.458778978869735,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6174,random_edge_sparsifier,bench_noise_filtering,0.3,1.6990841699983635e-05,0.4098805646036916,32.234042553191486,23.02127659574468,0.7736413477530533,0.3131394614238306,1.7712194005948296,1.7657286662091054,4.0,3.0,0.0083828195716829,0.0083231376761859,0.57889151743096,0.5679832436092974,0.65408373369938,0.6215587584839465,-0.1505689603597555,-0.0075897163875197,0.3466026080988332,0.2475406085563944,0.7026018521659486,0.309134287661895,247.62607514712536,54.87188773200543,74,44,755,2529,327,760,0.6977818853974121,0.4983498349834983,0.581440123219099,0.498682776475607,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6175,random_edge_sparsifier,bench_noise_filtering,0.4,0.0010783004567666,0.3711747285291214,32.234042553191486,26.872340425531917,0.7736413477530533,0.3212987396150161,1.7712194005948296,1.712651567147106,4.0,3.0,0.0083828195716829,0.0077462126863815,0.57889151743096,0.5850555903700593,0.65408373369938,0.644208037825059,-0.1505689603597555,-0.0240091022427252,0.3466026080988332,0.2889498970487302,0.7026018521659486,0.3212289702215471,247.62607514712536,47.11136260751472,74,43,752,2345,511,763,0.5954077593032462,0.4963696369636963,0.5413966882649388,0.5398763595881813,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6176,random_edge_sparsifier,bench_noise_filtering,0.5,0.0031449453618416,0.335978835978836,32.234042553191486,32.234042553191486,0.7736413477530533,0.3591836095532413,1.7712194005948296,1.6533973919011669,4.0,2.0,0.0083828195716829,0.0071021455641431,0.57889151743096,0.6057837107404959,0.65408373369938,0.6733013040494166,-0.1505689603597555,-0.0394104938743339,0.3466026080988332,0.3466026080988332,0.7026018521659486,0.3583394472976278,247.62607514712536,37.20054323223178,74,48,762,2103,753,753,0.502970297029703,0.502970297029703,0.502970297029703,0.586978349433935,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6177,random_edge_sparsifier,bench_structural_noise_filtering,0.1,0.000700932609095,0.4664179104477612,16.127659574468087,8.957446808510639,0.399088014865264,0.1671197016873677,,,,,0.0114539504441327,0.0136373131210647,0.4781617800321456,0.4045580149746537,0.5352703424082956,0.4495729428811352,-0.1533890514581236,-0.0284821513114293,0.1734156943491192,0.0963166323495767,0.3469052025498663,0.1592609915809167,66.43051154368491,19.700316885468546,36,24,375,3567,46,383,0.8907363420427553,0.4947229551451187,0.6361323155216285,0.3132840199321027,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6178,random_edge_sparsifier,bench_structural_noise_filtering,0.2,0.0099215059187655,0.4460093896713615,16.127659574468087,10.085106382978724,0.399088014865264,0.1565836362292458,,2.2733928162891788,,4.0,0.0114539504441327,0.0138412262640128,0.4781617800321456,0.4446237592889921,0.5352703424082956,0.4923739800198423,-0.1533890514581236,-0.0865428955776944,0.1734156943491192,0.1084420041180507,0.3469052025498663,0.1608352144469526,66.43051154368491,21.48211860570394,36,21,380,3519,94,378,0.8016877637130801,0.5013192612137203,0.6168831168831169,0.3286098643060497,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6179,random_edge_sparsifier,bench_structural_noise_filtering,0.3,0.00703858624245,0.44173140954495,16.127659574468087,11.51063829787234,0.399088014865264,0.1623960838143039,,2.148478609013956,,4.0,0.0114539504441327,0.012483463141456,0.4781617800321456,0.4696005033615448,0.5352703424082956,0.51721574010524,-0.1533890514581236,-0.0355409112034659,0.1734156943491192,0.1237703042781972,0.3469052025498663,0.1602845466929014,66.43051154368491,19.590312358533268,36,21,398,3470,143,360,0.7356746765249538,0.525065963060686,0.6127790608160123,0.3392294820631024,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6180,random_edge_sparsifier,bench_structural_noise_filtering,0.4,0.0067535363430551,0.3858424725822532,16.127659574468087,13.4468085106383,0.399088014865264,0.1741163337998053,,2.0004575611988105,,3.0,0.0114539504441327,0.0108745387086827,0.4781617800321456,0.5022605438682218,0.5352703424082956,0.5481201860748841,-0.1533890514581236,0.0062636226055428,0.1734156943491192,0.1445893388240677,0.3469052025498663,0.1758702800771062,66.43051154368491,20.26844726120417,36,26,387,3368,245,371,0.6123417721518988,0.5105540897097626,0.5568345323741007,0.3754049137046357,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6181,random_edge_sparsifier,bench_structural_noise_filtering,0.5,0.005902241750349,0.3380406001765225,16.127659574468087,16.127659574468087,0.399088014865264,0.192178865012033,,1.888583848089682,,3.0,0.0114539504441327,0.0096585200879313,0.4781617800321456,0.5310221830354748,0.5352703424082956,0.576374590101423,-0.1533890514581236,-0.009974449136523,0.1734156943491192,0.1734156943491192,0.3469052025498663,0.1952832443629989,66.43051154368491,23.068809416025346,36,28,383,3238,375,375,0.5052770448548812,0.5052770448548812,0.5052770448548812,0.4142287406178835,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6182,simmelian_sparsifier,bench_net2net_filtering,,3.3064530005625093e-06,0.2666666666666666,32.234042553191486,8.595744680851064,0.7736413477530533,0.7099465229425285,1.7712194005948296,2.9935941432166557,4.0,6.0,0.0083828195716829,0.0216695015567027,0.57889151743096,0.341506013298154,0.65408373369938,0.4193586517196652,-0.1505689603597555,-0.519657154031225,0.3466026080988332,0.0924273621596888,0.7026018521659486,0.3141137335656582,247.62607514712536,69.02806699864193,74,48,404,2856,0,1111,1.0,0.2666666666666666,0.4210526315789473,0.5041579573299864,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6183,simmelian_sparsifier,bench_noise_filtering,0.1,1.5728832992925939e-07,0.2608978529603123,32.234042553191486,9.0,0.7736413477530533,0.6064333430794545,1.7712194005948296,2.651109585907115,4.0,5.0,0.0083828195716829,0.0179468433250773,0.57889151743096,0.3837422120647317,0.65408373369938,0.4495004956913057,-0.1505689603597555,-0.3560067622965691,0.3466026080988332,0.0967741935483871,0.7026018521659486,0.3037672865999046,247.62607514712536,61.85106382978724,74,54,401,2834,22,1114,0.9479905437352246,0.2646864686468647,0.413828689370485,0.5097987455106904,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6184,simmelian_sparsifier,bench_noise_filtering,0.2,4.963196842016223e-07,0.2525773195876288,32.234042553191486,9.127659574468083,0.7736413477530533,0.5642474212823033,1.7712194005948296,2.3607870052619537,4.0,5.0,0.0083828195716829,0.0147911631006734,0.57889151743096,0.4301378902921089,0.65408373369938,0.4801227789216893,-0.1505689603597555,-0.351424480858301,0.3466026080988332,0.0981468771448181,0.7026018521659486,0.242457337883959,247.62607514712536,81.6645540968764,74,59,392,2819,37,1123,0.9137529137529138,0.2587458745874587,0.4032921810699588,0.5151557971235476,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6185,simmelian_sparsifier,bench_noise_filtering,0.3,2.059619656733928e-06,0.2496790757381258,32.234042553191486,9.191489361702128,0.7736413477530533,0.5973888973434942,1.7712194005948296,2.2061313200640584,4.0,4.0,0.0083828195716829,0.0131101230441745,0.57889151743096,0.458843206277559,0.65408373369938,0.499142072752237,-0.1505689603597555,-0.3974171435736252,0.3466026080988332,0.0988332189430336,0.7026018521659486,0.227680216136559,247.62607514712536,97.96333182435494,74,62,389,2813,43,1126,0.9004629629629629,0.2567656765676567,0.3995891114535182,0.5171503849990293,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6186,simmelian_sparsifier,bench_noise_filtering,0.4,1.2115256449616652e-07,0.2428662016487,32.234042553191486,9.46808510638298,0.7736413477530533,0.6842791519326905,1.7712194005948296,2.0006863417982155,4.0,3.0,0.0083828195716829,0.0108770254543284,0.57889151743096,0.5060533719705924,0.65408373369938,0.5338213986120672,-0.1505689603597555,-0.4465283216862981,0.3466026080988332,0.1018073667353008,0.7026018521659486,0.2030461684911946,247.62607514712536,143.33408782254418,74,81,383,2794,62,1132,0.8606741573033708,0.2528052805280528,0.3908163265306122,0.5226509692804305,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6187,simmelian_sparsifier,bench_noise_filtering,0.5,3.677065051319342e-08,0.231829573934837,32.234042553191486,9.595744680851064,0.7736413477530533,0.7252409798222382,1.7712194005948296,1.918325326012354,4.0,3.0,0.0083828195716829,0.0099817970218734,0.57889151743096,0.5265462449505179,0.65408373369938,0.548005795775185,-0.1505689603597555,-0.5262163481805197,0.3466026080988332,0.1031800503317318,0.7026018521659486,0.1800573888091822,247.62607514712536,184.45359891353547,74,86,370,2775,81,1145,0.8203991130820399,0.2442244224422442,0.3763987792472024,0.5296083598950634,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6188,simmelian_sparsifier,bench_structural_noise_filtering,0.1,0.1292054425835592,0.9519230769230768,8.595744680851064,8.680851063829786,0.7099465229425285,0.6935354236622503,2.9935941432166557,2.937085335163578,6.0,6.0,0.0216695015567027,0.0210552753822128,0.341506013298154,0.3477846664053682,0.4193586517196652,0.4236254098985731,-0.519657154031225,-0.4768701076564308,0.0924273621596888,0.0933424845573095,0.3141137335656582,0.3199359487590072,69.02806699864193,66.19601629696695,48,48,396,3955,12,8,0.9705882352941176,0.9801980198019802,0.9753694581280788,0.0676432700872999,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6189,simmelian_sparsifier,bench_structural_noise_filtering,0.2,0.274142382811307,0.9314420803782506,8.595744680851064,8.787234042553191,0.7099465229425285,0.6850630851458086,2.9935941432166557,2.720887668725692,6.0,5.0,0.0216695015567027,0.0187053007470184,0.341506013298154,0.3729962107941513,0.4193586517196652,0.4367841073743725,-0.519657154031225,-0.4698240968407722,0.0924273621596888,0.0944863875543353,0.3141137335656582,0.3193104538984659,69.02806699864193,66.10366681756449,48,48,394,3948,19,10,0.953995157384988,0.9752475247524752,0.9645042839657284,0.0814532834375014,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6190,simmelian_sparsifier,bench_structural_noise_filtering,0.3,0.0665985518749656,0.8981481481481481,8.595744680851064,8.851063829787234,0.7099465229425285,0.6875520622194611,2.9935941432166557,2.7311827956989245,6.0,5.0,0.0216695015567027,0.0188172043010752,0.341506013298154,0.372193570515018,0.4193586517196652,0.4377602379318323,-0.519657154031225,-0.4550747616332334,0.0924273621596888,0.0951727293525509,0.3141137335656582,0.3177189409368635,69.02806699864193,66.31824354911724,48,49,388,3939,28,16,0.9326923076923076,0.9603960396039604,0.946341463414634,0.1003311834567274,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
6191,simmelian_sparsifier,bench_structural_noise_filtering,0.4,0.0819461336157854,0.8396436525612472,8.595744680851064,8.97872340425532,0.7099465229425285,0.6736464400240234,2.9935941432166557,2.7012125371768474,6.0,5.0,0.0216695015567027,0.0184914406214874,0.341506013298154,0.3756064477275451,0.4193586517196652,0.4432280942576138,-0.519657154031225,-0.4472682139427182,0.0924273621596888,0.0965454129489819,0.3141137335656582,0.3161300261901094,69.02806699864193,66.46763241285649,48,49,377,3922,45,27,0.8933649289099526,0.9331683168316832,0.9128329297820824,0.1283440811146828,Macaque_cortical_connectivity_CoCoMac_CoCoMac95_real_nets,False
