filter,benchmark,noise_level,information_retention,jaccard,average_degree_original,average_degree_filtered,average_clustering_original,average_clustering_filtered,average_path_length_original,average_path_length_filtered,diameter_original,diameter_filtered,average_betweenness_original,average_betweenness_filtered,average_closeness_original,average_closeness_filtered,global_efficiency_original,global_efficiency_filtered,degree_assortativity_original,degree_assortativity_filtered,density_original,density_filtered,transitivity_original,transitivity_filtered,degree_variance_original,degree_variance_filtered,maximum_degree_original,maximum_degree_filtered,true_positive,true_negative,false_positive,false_negative,precision,recall,f1_score,RMSE,filename,weighted
random_edge_sparsifier,bench_net2net_filtering,,0.11896429257712328,0.5,4.0,2.0,0.38793333333333324,0.13329999999999986,9.226538538538538,,18.0,,0.008243024587713968,0.006906692263405693,0.10924986177766945,0.011214939991424335,0.12294564741736687,0.01716817453966312,-0.04200375855159232,-0.016030423140877853,0.004004004004004004,0.002002002002002002,0.36947010209042297,0.18482490272373542,0.342,1.084,6,5,1000,497500,0,1000,1.0,0.5,0.6666666666666666,0.04474373701426829,watts_strogatz_graph1000,False
random_edge_sparsifier,bench_noise_filtering,0.1,0.22224477655862257,0.47650688182249645,4.0,2.222,0.38793333333333324,0.11026666666666658,9.226538538538538,,18.0,,0.008243024587713968,0.009141598512339992,0.10924986177766945,0.05827653676869309,0.12294564741736687,0.06779658312345146,-0.04200375855159232,-0.018354195255459543,0.004004004004004004,0.002224224224224224,0.36947010209042297,0.12788365095285859,0.342,1.272716,6,6,1004,497393,107,996,0.9036903690369037,0.502,0.6454516232722597,0.046991575928119374,watts_strogatz_graph1000,False
random_edge_sparsifier,bench_noise_filtering,0.2,0.31339009743271684,0.43551236749116606,4.0,2.5,0.38793333333333324,0.09714761904761902,9.226538538538538,,18.0,,0.008243024587713968,0.006992748259281326,0.10924986177766945,0.09394745547658809,0.12294564741736687,0.10435894881981728,-0.04200375855159232,0.03630455191795315,0.004004004004004004,0.0025025025025025025,0.36947010209042297,0.09077325364213672,0.342,1.604,6,8,986,497236,264,1014,0.7888,0.493,0.6067692307692307,0.05058219606302754,watts_strogatz_graph1000,False
random_edge_sparsifier,bench_noise_filtering,0.3,0.4223458832922919,0.4047521507578861,4.0,2.858,0.38793333333333324,0.07825238095238098,9.226538538538538,,18.0,,0.008243024587713968,0.006023281798832901,0.10924986177766945,0.12509227030465928,0.12294564741736687,0.13673470412399835,-0.04200375855159232,0.02514043892153749,0.004004004004004004,0.0028608608608608607,0.36947010209042297,0.07491767288693743,0.342,1.9778360000000001,6,7,988,497059,441,1012,0.6913925822253324,0.494,0.5762613006707495,0.05393430178382686,watts_strogatz_graph1000,False
random_edge_sparsifier,bench_noise_filtering,0.4,0.5044500797480675,0.37238023952095806,4.0,3.334,0.38793333333333324,0.04719761904761906,9.226538538538538,,18.0,,0.008243024587713968,0.005079883490705134,0.10924986177766945,0.1544960907257246,0.12294564741736687,0.16672201550588422,-0.04200375855159232,0.01917516295251393,0.004004004004004004,0.0033373373373373374,0.36947010209042297,0.04995044598612488,0.342,2.308444,6,8,995,496828,672,1005,0.596880623875225,0.4975,0.5426779383692392,0.05794270754251442,watts_strogatz_graph1000,False
random_edge_sparsifier,bench_noise_filtering,0.5,0.527602647646588,0.32625994694960214,4.0,4.0,0.38793333333333324,0.042743650793650896,9.226538538538538,,18.0,,0.008243024587713968,0.004246139927502654,0.10924986177766945,0.1855483731876467,0.12294564741736687,0.19867894582965148,-0.04200375855159232,0.0014688493310409546,0.004004004004004004,0.004004004004004004,0.36947010209042297,0.03794966398735011,0.342,3.178,6,10,984,496484,1016,1016,0.492,0.492,0.492,0.06378140848294327,watts_strogatz_graph1000,False
random_edge_sparsifier,bench_structural_noise_filtering,0.1,0.6860082362586049,0.4833174451858913,2.0,1.112,0.13329999999999986,0.022500000000000003,,,,,0.006906692263405693,2.0286819886018285e-05,0.011214939991424335,0.001841712795891541,0.01716817453966312,0.0023973786196008285,-0.016030423140877853,-0.044120389995761594,0.002002002002002002,0.001113113113113113,0.18482490272373542,0.061567164179104475,1.084,0.9474559999999999,5,5,507,498451,49,493,0.9118705035971223,0.507,0.6516709511568124,0.03294062970079784,watts_strogatz_graph1000,False
random_edge_sparsifier,bench_structural_noise_filtering,0.2,0.7532786502179252,0.43424536628420124,2.0,1.25,0.13329999999999986,0.012666666666666668,,,,,0.006906692263405693,0.00016176296537017982,0.011214939991424335,0.0034707655978654943,0.01716817453966312,0.0046884279743325055,-0.016030423140877853,0.03206908729931447,0.002002002002002002,0.0012512512512512512,0.18482490272373542,0.03824362606232295,1.084,1.0995,5,6,492,498367,133,508,0.7872,0.492,0.6055384615384616,0.035822943531810494,watts_strogatz_graph1000,False
random_edge_sparsifier,bench_structural_noise_filtering,0.3,0.8517838549800606,0.4247714048212801,2.0,1.428,0.13329999999999986,0.016,,,,,0.006906692263405693,0.002288595208434887,0.011214939991424335,0.010259625674835857,0.01716817453966312,0.013733664759415157,-0.016030423140877853,0.013806358330541238,0.002002002002002002,0.0014294294294294294,0.18482490272373542,0.027303754266211604,1.084,1.146816,5,5,511,498297,203,489,0.7156862745098039,0.511,0.5962660443407235,0.03722076551315657,watts_strogatz_graph1000,False
random_edge_sparsifier,bench_structural_noise_filtering,0.4,0.8865656403627115,0.37200598802395207,2.0,1.666,0.13329999999999986,0.015333333333333334,,,,,0.006906692263405693,0.004987181570347904,0.011214939991424335,0.036929232640431325,0.01716817453966312,0.04342542248482495,-0.016030423140877853,0.017568291286617476,0.002002002002002002,0.0016676676676676677,0.18482490272373542,0.02666666666666667,1.084,1.590444,5,8,497,498164,336,503,0.5966386554621849,0.497,0.5422804146208402,0.040983895369762983,watts_strogatz_graph1000,False
random_edge_sparsifier,bench_structural_noise_filtering,0.5,0.921084776460406,0.32625994694960214,2.0,2.0,0.13329999999999986,0.010833333333333335,,,,,0.006906692263405693,0.0059768124838265125,0.011214939991424335,0.06930545376249718,0.01716817453966312,0.07797101223082703,-0.016030423140877853,0.00734586256317768,0.002002002002002002,0.002002002002002002,0.18482490272373542,0.013982392542723977,1.084,1.862,5,7,492,497992,508,508,0.492,0.492,0.492,0.04510026645191837,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_net2net_filtering,,1.0,0.9995,4.0,3.998,0.38793333333333324,0.3880666666666666,9.226538538538538,9.274978978978979,18.0,18.0,0.008243024587713968,0.00829156210318535,0.10924986177766945,0.10863482507438121,0.12294564741736687,0.12234269512536272,-0.04200375855159232,-0.04891109725600967,0.004004004004004004,0.004002002002002002,0.36947010209042297,0.37006979386463235,0.342,0.3359959999999999,6,6,1999,497500,0,1,1.0,0.9995,0.9997499374843711,0.0014149211999266963,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_noise_filtering,0.1,0.8492082495533795,0.9086363636363637,4.0,4.398,0.38793333333333324,0.3293857142857147,9.226538538538538,6.6274314314314315,18.0,12.0,0.008243024587713968,0.00563870884912969,0.10924986177766945,0.15162058776536566,0.12294564741736687,0.16541497803776603,-0.04200375855159232,0.06532545033348615,0.004004004004004004,0.004402402402402403,0.36947010209042297,0.29247697031729786,0.342,0.6875959999999999,6,7,1999,497300,200,1,0.9090495679854479,0.9995,0.9521314598713979,0.020059970149589018,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_noise_filtering,0.2,0.6075996366211731,0.8322231473771857,4.0,4.802,0.38793333333333324,0.27845000000000025,9.226538538538538,5.674732732732733,18.0,10.0,0.008243024587713968,0.004684100934601936,0.10924986177766945,0.17684132044469547,0.12294564741736687,0.19084792888192748,-0.04200375855159232,0.05216277374542624,0.004004004004004004,0.0048068068068068065,0.36947010209042297,0.24017558528428093,0.342,0.878796,6,9,1999,497098,402,1,0.8325697625989171,0.9995,0.9084299022949329,0.02840434485790522,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_noise_filtering,0.3,0.37158620841672385,0.7738187451587917,4.0,5.16,0.38793333333333324,0.23947539682539692,9.226538538538538,5.1754134134134135,18.0,9.0,0.008243024587713968,0.004183780975364142,0.10924986177766945,0.19367801208085542,0.12294564741736687,0.20787221427843586,-0.04200375855159232,0.0015923681656112786,0.004004004004004004,0.005165165165165165,0.36947010209042297,0.20751517315244555,0.342,0.9424000000000001,6,9,1998,496918,582,2,0.7744186046511627,0.999,0.8724890829694323,0.034193115815455734,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_noise_filtering,0.4,0.19481243751180485,0.7386321626617375,4.0,5.406,0.38793333333333324,0.21393809523809507,9.226538538538538,4.937937937937938,18.0,8.0,0.008243024587713968,0.003945829597132202,0.10924986177766945,0.20287781265254348,0.12294564741736687,0.21725500738926432,-0.04200375855159232,-0.04208615911798112,0.004004004004004004,0.0054114114114114115,0.36947010209042297,0.18992875647668395,0.342,0.8851639999999998,6,10,1998,496795,705,2,0.7391786903440621,0.999,0.8496704231341696,0.03762200706256134,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_noise_filtering,0.5,0.08234563054808446,0.7155141526334647,4.0,5.576,0.38793333333333324,0.20240158730158744,9.226538538538538,4.80392992992993,18.0,8.0,0.008243024587713968,0.003811553036001933,0.10924986177766945,0.20847436543515466,0.12294564741736687,0.2229837814016285,-0.04200375855159232,-0.04410177288597768,0.004004004004004004,0.005581581581581582,0.36947010209042297,0.18290468986384267,0.342,0.9242239999999999,6,10,1997,496709,791,3,0.716284074605452,0.9985,0.8341687552213868,0.0398696575052958,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_structural_noise_filtering,0.1,0.8469692921119973,0.9085948158253752,3.998,4.396,0.3880666666666666,0.3294761904761909,9.274978978978979,6.6373033033033035,18.0,12.0,0.00829156210318535,0.0056486005043119274,0.10863482507438121,0.15137787958296006,0.12234269512536272,0.16517406064128942,-0.04891109725600967,0.06273160243359215,0.004002002002002002,0.004400400400400401,0.37006979386463235,0.2928891736066624,0.3359959999999999,0.681184,6,7,1998,497301,200,1,0.9090081892629663,0.9994997498749375,0.952108649035025,0.020059970149589018,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_structural_noise_filtering,0.2,0.6067613329947101,0.8325,3.998,4.798,0.3880666666666666,0.27875952380952407,9.274978978978979,5.682552552552552,18.0,10.0,0.00829156210318535,0.00469193642540336,0.10863482507438121,0.17658956416399108,0.12234269512536272,0.19059146209767808,-0.04891109725600967,0.05251105483870056,0.004002002002002002,0.004802802802802803,0.37006979386463235,0.2407038860374987,0.3359959999999999,0.8711959999999999,6,9,1998,497100,401,1,0.8328470195914964,0.9994997498749375,0.9085948158253752,0.028369081846348232,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_structural_noise_filtering,0.3,0.37275404777801036,0.7744186046511627,3.998,5.158,0.3880666666666666,0.2397420634920636,9.274978978978979,5.177277277277278,18.0,9.0,0.00829156210318535,0.004185648574426129,0.10863482507438121,0.19361200466309111,0.12234269512536272,0.20780350270972817,-0.04891109725600967,0.0022137472294459035,0.004002002002002002,0.005163163163163163,0.37006979386463235,0.20766345123258306,0.3359959999999999,0.9450360000000001,6,9,1998,496920,581,1,0.7747188832880961,0.9994997498749375,0.872870249017038,0.034134515745285816,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_structural_noise_filtering,0.4,0.19553257193828566,0.7391786903440621,3.998,5.404,0.3880666666666666,0.21404285714285695,9.274978978978979,4.939575575575575,18.0,8.0,0.00829156210318535,0.003947470516608793,0.10863482507438121,0.20281045753122953,0.12234269512536272,0.21718432718524486,-0.04891109725600967,-0.04118807826975556,0.004002002002002002,0.00540940940940941,0.37006979386463235,0.19008264462809918,0.3359959999999999,0.8847839999999999,6,10,1998,496797,704,1,0.7394522575869726,0.9994997498749375,0.8500319081046586,0.037568755787374855,watts_strogatz_graph1000,False
simmelian_sparsifier,bench_structural_noise_filtering,0.5,0.0820214209191935,0.7157706093189964,3.998,5.576,0.3880666666666666,0.20240158730158744,9.274978978978979,4.80392992992993,18.0,8.0,0.00829156210318535,0.003811553036001933,0.10863482507438121,0.20847436543515466,0.12234269512536272,0.2229837814016285,-0.04891109725600967,-0.04410177288597768,0.004002002002002002,0.005581581581581582,0.37006979386463235,0.18290468986384267,0.3359959999999999,0.9242239999999999,6,10,1997,496710,791,2,0.716284074605452,0.9989994997498749,0.834343012325047,0.0398445427579184,watts_strogatz_graph1000,False
overlapping_trees,bench_net2net_filtering,,0.7449892198323356,0.8725,4.0,3.532,0.38793333333333324,0.31346666666666634,9.226538538538538,9.923477477477478,18.0,19.0,0.008243024587713968,0.008941360197873225,0.10924986177766945,0.10168375556284295,0.12294564741736687,0.1147077282498825,-0.04200375855159232,-0.05763104672224516,0.004004004004004004,0.0035355355355355354,0.36947010209042297,0.3034410844629823,0.342,0.6469759999999999,6,6,1747,497500,0,253,1.0,0.8735,0.9324793167867628,0.022505699422735267,watts_strogatz_graph1000,False
overlapping_trees,bench_noise_filtering,0.1,0.7629015508472687,0.7638443935926773,4.0,3.708,0.38793333333333324,0.24996666666666661,9.226538538538538,7.423971971971972,18.0,15.0,0.008243024587713968,0.00643684566329857,0.10924986177766945,0.13558690304531001,0.12294564741736687,0.1486333546393614,-0.04200375855159232,-6.935680772260971e-05,0.004004004004004004,0.0037117117117117116,0.36947010209042297,0.22069960331770647,0.342,1.050736,6,8,1669,497315,185,331,0.9002157497303128,0.8345,0.8661131292163985,0.03214083124365381,watts_strogatz_graph1000,False
overlapping_trees,bench_noise_filtering,0.2,0.7287926423661378,0.653781512605042,4.0,3.872,0.38793333333333324,0.19411904761904722,9.226538538538538,6.3865585585585585,18.0,11.0,0.008243024587713968,0.005397353265088735,0.10924986177766945,0.15737433218266114,0.12294564741736687,0.17037346379628387,-0.04200375855159232,-0.017865267110953965,0.004004004004004004,0.0038758758758758757,0.36947010209042297,0.1567994837877077,0.342,1.277616,6,8,1556,497120,380,444,0.8037190082644629,0.778,0.790650406504065,0.04061587927953363,watts_strogatz_graph1000,False
overlapping_trees,bench_noise_filtering,0.3,0.6482597680303107,0.5490045941807045,4.0,4.092,0.38793333333333324,0.1347738095238092,9.226538538538538,5.699873873873874,18.0,10.0,0.008243024587713968,0.004709292458791456,0.10924986177766945,0.17620300991342694,0.12294564741736687,0.1893700621262737,-0.04200375855159232,-0.03650147471143263,0.004004004004004004,0.004096096096096096,0.36947010209042297,0.1085897257413337,0.342,1.713536,6,9,1434,496888,612,566,0.7008797653958945,0.717,0.7088482451804251,0.04856293193741867,watts_strogatz_graph1000,False
overlapping_trees,bench_noise_filtering,0.4,0.6323501072893875,0.4634998253580161,4.0,4.38,0.38793333333333324,0.0969240259740261,9.226538538538538,5.193175175175175,18.0,9.0,0.008243024587713968,0.0042015783318388525,0.10924986177766945,0.1933277283467537,0.12294564741736687,0.20672143810548263,-0.04200375855159232,-0.018233925865489536,0.004004004004004004,0.004384384384384384,0.36947010209042297,0.07262044653349001,0.342,2.2156000000000002,6,12,1327,496637,863,673,0.6059360730593607,0.6635,0.6334128878281623,0.05545335945707054,watts_strogatz_graph1000,False
overlapping_trees,bench_noise_filtering,0.5,0.5597432938527869,0.37088607594936707,4.0,4.664,0.38793333333333324,0.06344761904761921,9.226538538538538,4.853881881881882,18.0,9.0,0.008243024587713968,0.003861605092066014,0.10924986177766945,0.20674750731058,0.12294564741736687,0.22026234170787629,-0.04200375855159232,-0.03810856791361659,0.004004004004004004,0.004668668668668669,0.36947010209042297,0.04266421117249847,0.342,2.4591040000000004,6,10,1172,496340,1160,828,0.5025728987993139,0.586,0.541089566020314,0.06308708251282492,watts_strogatz_graph1000,False
overlapping_trees,bench_structural_noise_filtering,0.1,0.9530449059935123,0.8009453781512605,3.516,3.456,0.3060333333333332,0.2134714285714284,10.193715715715715,7.766278278278278,23.0,16.0,0.009212139995707129,0.006779837954186651,0.09909483096518004,0.12985010868002833,0.11230776301133606,0.14250936897356317,-0.08470425327801116,-0.023256153983417897,0.0035195195195195195,0.0034594594594594594,0.29497774952320405,0.19132814144390656,0.591744,1.0140639999999999,6,8,1536,497614,160,190,0.9056603773584906,0.8899188876013905,0.8977206312098188,0.02647075179704386,watts_strogatz_graph1000,False
overlapping_trees,bench_structural_noise_filtering,0.2,0.8948407069984167,0.6915094339622642,3.48,3.676,0.3041666666666669,0.15799841269841222,10.074468468468469,6.518466466466466,19.0,12.0,0.00909265377602051,0.005529525517501469,0.1001583397150285,0.15425742390065306,0.11331764581195629,0.16697902924624736,-0.1099864030282708,-0.04159879334483551,0.0034834834834834836,0.0036796796796796797,0.2840198404140608,0.13078434875826336,0.6436000000000002,1.3570240000000005,6,9,1466,497386,360,288,0.8028477546549836,0.8358038768529077,0.8189944134078212,0.03601801351125985,watts_strogatz_graph1000,False
overlapping_trees,bench_structural_noise_filtering,0.3,0.8254736252614318,0.5981754995655951,3.518,3.904,0.30440000000000056,0.10491349206349208,10.081983983983983,5.808372372372372,20.0,11.0,0.009100184352689363,0.004818008389150673,0.10016446518288044,0.1730219404857964,0.11325575178083992,0.18594176499800513,-0.06915221696642726,0.00538739670332971,0.0035215215215215214,0.003907907907907908,0.2947501581277672,0.08187672493100276,0.6276759999999999,1.7067839999999999,6,9,1375,497193,554,378,0.7128045619491965,0.7843696520250998,0.7468766974470397,0.0431956695267693,watts_strogatz_graph1000,False
overlapping_trees,bench_structural_noise_filtering,0.4,0.7371337454373397,0.4943645549941702,3.478,4.136,0.31866666666666615,0.09334126984126989,10.177405405405406,5.410906906906907,20.0,10.0,0.009195796999404213,0.00441974639970632,0.09913716975464931,0.1855039503669048,0.11213221051895077,0.19863782115509596,-0.10867421936394742,-0.08078132857904005,0.0034814814814814817,0.00414014014014014,0.3009098786828423,0.06729870476699158,0.6135160000000001,2.007504,6,10,1248,496967,809,476,0.6067087992221682,0.7238979118329466,0.6601428193599577,0.050720534032801474,watts_strogatz_graph1000,False
overlapping_trees,bench_structural_noise_filtering,0.5,0.6874868396657581,0.3824561403508772,3.456,4.39,0.30249999999999944,0.055552308802308874,10.289861861861862,5.0696976976976975,23.0,9.0,0.009308478819500863,0.0040778534045067105,0.09817513898344714,0.1979196092173853,0.1112712985317818,0.211226150754655,-0.07813608529608283,-0.056711564886715415,0.0034594594594594594,0.004394394394394394,0.2928430728824688,0.04248403946604759,0.6500640000000001,2.3479,6,11,1097,496649,1101,653,0.49909008189262966,0.6268571428571429,0.5557244174265451,0.05925800799479773,watts_strogatz_graph1000,False
k_core_decomposition,bench_net2net_filtering,,0.9031355703030927,0.993,4.0,4.0,0.38793333333333324,0.38563276267203755,9.226538538538538,9.236906328168144,18.0,18.0,0.008243024587713968,0.008311711733772096,0.10924986177766945,0.10912582207127333,0.12294564741736687,0.12288087924205618,-0.04200375855159232,-0.03496467685782344,0.004004004004004004,0.004032258064516129,0.36947010209042297,0.3695474595654305,0.342,0.3282980866062437,6,6,1986,497500,0,14,1.0,0.993,0.9964877069744105,0.005294150359408772,watts_strogatz_graph1000,False
k_core_decomposition,bench_noise_filtering,0.1,0.7570599674315879,0.8964896489648965,4.0,4.445783132530121,0.38793333333333324,0.32481114935934224,9.226538538538538,6.434968012754536,18.0,12.0,0.008243024587713968,0.005467774660718849,0.10924986177766945,0.15626682673073627,0.12294564741736687,0.1700943365366319,-0.04200375855159232,0.10734087416704739,0.004004004004004004,0.004468123751286553,0.36947010209042297,0.2836676217765043,0.342,0.7992693666231188,6,8,1992,497278,222,8,0.8997289972899729,0.996,0.9454200284765069,0.021458342444384198,watts_strogatz_graph1000,False
k_core_decomposition,bench_noise_filtering,0.2,0.5314403460303896,0.7984,4.0,5.002004008016032,0.38793333333333324,0.26370439291280945,9.226538538538538,5.308948890760457,18.0,9.0,0.008243024587713968,0.004326253906386001,0.10924986177766945,0.18924234508191431,0.12294564741736687,0.20338811788042102,-0.04200375855159232,0.13182873343757934,0.004004004004004004,0.005017055173536642,0.36947010209042297,0.2148078725398313,0.342,1.3647254428697073,6,10,1996,497000,500,4,0.7996794871794872,0.998,0.8879003558718861,0.03176490215645263,watts_strogatz_graph1000,False
k_core_decomposition,bench_noise_filtering,0.3,0.0214382440910305,0.6474110602324762,4.0,5.701810436634718,0.38793333333333324,0.19804810619507104,9.226538538538538,4.557341090076773,18.0,8.0,0.008243024587713968,0.0037965219744682736,0.10924986177766945,0.2200992557043377,0.12294564741736687,0.23504251525091707,-0.04200375855159232,0.07488326411327864,0.004004004004004004,0.006078689164855776,0.36947010209042297,0.15858638354740515,0.342,1.8791341025108843,6,12,1838,496661,839,162,0.6865894658199477,0.919,0.7859739149027154,0.044766103292603034,watts_strogatz_graph1000,False
k_core_decomposition,bench_noise_filtering,0.4,0.011183789491175381,0.5892427884615384,4.0,6.678172588832488,0.38793333333333324,0.15111086319208172,9.226538538538538,4.069429656225497,18.0,7.0,0.008243024587713968,0.0031225123664552342,0.10924986177766945,0.24639382584520572,0.12294564741736687,0.26164964302124905,-0.04200375855159232,0.055896318877263075,0.004004004004004004,0.006786760761008625,0.36947010209042297,0.11462979482604817,0.342,3.0507418382333995,6,13,1961,496172,1328,39,0.5962298570994223,0.9805,0.7415390432974097,0.052313829306759194,watts_strogatz_graph1000,False
k_core_decomposition,bench_noise_filtering,0.5,4.887600183371281e-09,0.4628975265017668,4.0,8.016895459345301,0.38793333333333324,0.09701459223634536,9.226538538538538,3.626964867356803,18.0,6.0,0.008243024587713968,0.0027798570024939705,0.10924986177766945,0.27623173853255795,0.12294564741736687,0.2923628862496367,-0.04200375855159232,0.032531306773873066,0.004004004004004004,0.008474519513050002,0.36947010209042297,0.0767188373392957,0.342,4.198236190760797,6,16,1834,495538,1962,166,0.48314014752370915,0.917,0.6328502415458938,0.06527066921872535,watts_strogatz_graph1000,False
k_core_decomposition,bench_structural_noise_filtering,0.1,0.8300806914171773,0.9023171285779191,4.0,4.433031218529708,0.38563276267203755,0.3239437970555798,9.236906328168144,6.478811356917779,18.0,12.0,0.008311711733772096,0.005528568473176368,0.10912582207127333,0.15517424830755738,0.12288087924205618,0.16899752784455696,-0.03496467685782344,0.09092983442642448,0.004032258064516129,0.004468781470292045,0.3695474595654305,0.28524590163934427,0.3282980866062437,0.7530680523990186,6,8,1986,490327,215,0,0.9023171285779191,1.0,0.9486505851444949,0.020893142553859993,watts_strogatz_graph1000,False
k_core_decomposition,bench_structural_noise_filtering,0.2,0.5765946505945961,0.8017763423496165,4.0,4.983903420523139,0.38563276267203755,0.2636381782760053,9.236906328168144,5.309038521157154,18.0,9.0,0.008311711733772096,0.004343788831811648,0.10912582207127333,0.18913690963828977,0.12288087924205618,0.20323804992135472,-0.03496467685782344,0.08634581849216598,0.004032258064516129,0.005019036677263986,0.3695474595654305,0.21616219303255282,0.3282980866062437,1.2834431134088229,6,9,1986,490054,488,0,0.8027485852869847,1.0,0.8905829596412556,0.03147708077379821,watts_strogatz_graph1000,False
k_core_decomposition,bench_structural_noise_filtering,0.3,0.018862117893717147,0.6535321263755769,4.0,5.685106382978724,0.38563276267203755,0.1996651988673265,9.236906328168144,4.567690843586432,18.0,8.0,0.008311711733772096,0.0038035083620324432,0.10912582207127333,0.2196307970674286,0.12288087924205618,0.23456334640107288,-0.03496467685782344,0.07739031313703655,0.004032258064516129,0.006054426392948588,0.3695474595654305,0.15952203136669157,0.3282980866062437,1.8540334993209597,6,13,1841,489711,831,145,0.6889970059880239,0.9269889224572004,0.7904680120223272,0.04451531453421883,watts_strogatz_graph1000,False
k_core_decomposition,bench_structural_noise_filtering,0.4,0.009275579451101192,0.5891613684529216,4.0,6.6456211812627295,0.38563276267203755,0.1488814591156752,9.236906328168144,4.079392365328201,18.0,7.0,0.008311711733772096,0.003142237107477756,0.10912582207127333,0.24573360661904534,0.12288087924205618,0.2609745280611027,-0.03496467685782344,0.06120537967558028,0.004032258064516129,0.006774333518106758,0.3695474595654305,0.11601538773030978,0.3282980866062437,2.7175928422397453,6,13,1946,489238,1304,40,0.5987692307692307,0.9798590130916415,0.7433155080213903,0.052237715029038394,watts_strogatz_graph1000,False
k_core_decomposition,bench_structural_noise_filtering,0.5,4.596145566558812e-09,0.4787556904400607,4.0,7.9772727272727275,0.38563276267203755,0.0971065034598095,9.236906328168144,3.650676882579675,18.0,6.0,0.008311711733772096,0.0027439719281363087,0.10912582207127333,0.2743686937791872,0.12288087924205618,0.290286692250465,-0.03496467685782344,0.01982298696896982,0.004032258064516129,0.008249506439785654,0.3695474595654305,0.07887863485982936,0.3282980866062437,3.668904958677686,6,16,1893,488591,1951,93,0.4924557752341311,0.9531722054380665,0.6493996569468268,0.06442063230832584,watts_strogatz_graph1000,False
local_degree_sparsifier,bench_net2net_filtering,,0.44674273133643316,0.5,4.0,2.0,0.3829999999999999,0.18166666666666664,4.906464646464647,,10.0,,0.03986188414759843,0.01585858585858586,0.2058483313463176,0.08104618803135269,0.25577160493827233,0.1053468960893206,0.1230867346938813,0.15244530981560034,0.04040404040404041,0.020202020202020204,0.3652597402597403,0.33079847908745247,0.32,3.26,5,5,100,4750,0,100,1.0,0.5,0.6666666666666666,0.1421338109037403,watts_strogatz_graph100,False
local_degree_sparsifier,bench_noise_filtering,0.1,0.4306354157284896,0.4072398190045249,4.0,2.22,0.3829999999999999,0.134,4.906464646464647,,10.0,,0.03986188414759843,0.010752422180993608,0.2058483313463176,0.10276456754796963,0.25577160493827233,0.12411279461279673,0.1230867346938813,0.10194174757281682,0.04040404040404041,0.022424242424242423,0.3652597402597403,0.21818181818181817,0.32,3.891600000000001,5,6,90,4729,21,110,0.8108108108108109,0.45,0.5787781350482315,0.16267958219963088,watts_strogatz_graph100,False
local_degree_sparsifier,bench_noise_filtering,0.2,0.36135994601307414,0.32113821138211385,4.0,2.5,0.3829999999999999,0.10571428571428568,4.906464646464647,,10.0,,0.03986188414759843,0.010274170274170274,0.2058483313463176,0.12548811406675645,0.25577160493827233,0.14726214526214573,0.1230867346938813,-0.04032142344669298,0.04040404040404041,0.025252525252525252,0.3652597402597403,0.18055555555555555,0.32,4.89,5,7,79,4704,46,121,0.632,0.395,0.48615384615384616,0.18367736315989985,watts_strogatz_graph100,False
local_degree_sparsifier,bench_noise_filtering,0.3,0.30997245274250784,0.30038022813688214,4.0,2.84,0.3829999999999999,0.11230952380952379,4.906464646464647,,10.0,,0.03986188414759843,0.007231498660070089,0.2058483313463176,0.12827792351597472,0.25577160493827233,0.14815488215488057,0.1230867346938813,-0.04266449104957646,0.04040404040404041,0.028686868686868688,0.3652597402597403,0.1761744966442953,0.32,6.694400000000001,5,8,79,4687,63,121,0.5563380281690141,0.395,0.4619883040935672,0.192799681461659,watts_strogatz_graph100,False
local_degree_sparsifier,bench_noise_filtering,0.4,0.18630556742040824,0.2664359861591695,4.0,3.32,0.3829999999999999,0.08284920634920633,4.906464646464647,,10.0,,0.03986188414759843,0.0069655741084312505,0.2058483313463176,0.1464835119989692,0.25577160493827233,0.16739730639730305,0.1230867346938813,-0.0604061268738481,0.04040404040404041,0.033535353535353536,0.3652597402597403,0.13636363636363635,0.32,9.017599999999998,5,10,77,4661,89,123,0.463855421686747,0.385,0.4207650273224044,0.20694995247228937,watts_strogatz_graph100,False
local_degree_sparsifier,bench_noise_filtering,0.5,0.08200716643203533,0.25,4.0,4.0,0.3829999999999999,0.08456926406926409,4.906464646464647,,10.0,,0.03986188414759843,0.0072871572871572865,0.2058483313463176,0.17385712380701204,0.25577160493827233,0.196983164983159,0.1230867346938813,-0.05847681091980898,0.04040404040404041,0.04040404040404041,0.3652597402597403,0.1291139240506329,0.32,11.7,5,11,80,4630,120,120,0.4,0.4,0.4,0.2201927530252721,watts_strogatz_graph100,False
