filter,benchmark,noise_level,information_retention,jaccard,degree_assortativity_original,degree_assortativity_filtered,average_clustering_original,average_clustering_filtered,average_shortest_path_length_original,average_shortest_path_length_filtered,density_original,density_filtered,average_degree_connectivity_original,average_degree_connectivity_filtered,transitivity_original,transitivity_filtered,true_positive,true_negative,false_positive,false_negative,precision,recall,f1_score,RMSE,filename,weighted
threshold,bench_net2net_filtering,,3.950477821203547e-09,0.5030142802779948,0.00018571842163022962,-0.002325796724468866,0.10020900687459285,0.0502206659311251,1.900082082082082,2.025077077077077,0.09995795795795796,0.05028028028028028,100.76982053934101,51.26573170274897,0.10023308245168773,0.05023971892886102,25115,449571,0,24814,1.0,0.5030142802779948,0.6693406534832897,0.22288489782324344,random_graph1000,True
threshold,bench_structural_noise_filtering,0.1,0.5332525119006049,0.9000179179358538,-0.002325796724468866,-0.009070616221884764,0.0502206659311251,0.05598800962583828,2.025077077077077,1.9854894894894894,0.05028028028028028,0.055865865865865866,51.26573170274897,56.7553450018166,0.05023971892886102,0.05596146167353917,25115,471595,2790,0,0.9000179179358538,1.0,0.9473783477932856,0.07473677532236446,random_graph1000,True
threshold,bench_structural_noise_filtering,0.2,0.04368397747830524,0.8000191125410123,-0.002325796724468866,-0.01119299117927182,0.0502206659311251,0.06283002367669775,2.025077077077077,1.9548528528528528,0.05028028028028028,0.06284884884884885,51.26573170274897,63.76408586855269,0.05023971892886102,0.06280928409956439,25115,468107,6278,0,0.8000191125410123,1.0,0.888900686628442,0.11210962745709474,random_graph1000,True
threshold,bench_structural_noise_filtering,0.3,0.00021537201472319366,0.7000111488934723,-0.002325796724468866,-0.008479716040981387,0.0502206659311251,0.0717545569389456,2.025077077077077,1.9333173173173173,0.05028028028028028,0.07182782782782783,51.26573170274897,72.65372121037485,0.05023971892886102,0.07170648156214608,25115,463622,10763,0,0.7000111488934723,1.0,0.8235371272113193,0.1467908292351656,random_graph1000,True
threshold,bench_structural_noise_filtering,0.4,2.4110413527631905e-08,0.6000047780591524,-0.002325796724468866,-0.009524718731247541,0.0502206659311251,0.08374408283800358,2.025077077077077,1.917011011011011,0.05028028028028028,0.0837997997997998,51.26573170274897,84.6212100090659,0.05023971892886102,0.0836740542797113,25115,457642,16743,0,0.6000047780591524,1.0,0.7500037328475654,0.1830833676758201,random_graph1000,True
threshold,bench_structural_noise_filtering,0.5,2.7041218620606107e-09,0.5,-0.002325796724468866,-0.010713615509989031,0.0502206659311251,0.10060422417686932,2.025077077077077,1.8994914914914915,0.05028028028028028,0.10056056056056056,51.26573170274897,101.42942703023064,0.05023971892886102,0.10051429525800254,25115,449270,25115,0,0.5,1.0,0.6666666666666666,0.22423264766817583,random_graph1000,True
disparity_filter,bench_noise_filtering,0.1,3.825159924910308e-09,0.0,0.00018571842163022962,,0.10020900687459285,,1.900082082082082,,0.09995795795795796,,100.76982053934101,,0.10023308245168773,,0,449571,0,49929,0.0,0.0,0.0,0.3161612847234113,random_graph1000,True
disparity_filter,bench_noise_filtering,0.2,3.825159924910308e-09,0.0,0.00018571842163022962,,0.10020900687459285,,1.900082082082082,,0.09995795795795796,,100.76982053934101,,0.10023308245168773,,0,449571,0,49929,0.0,0.0,0.0,0.3161612847234113,random_graph1000,True
disparity_filter,bench_noise_filtering,0.3,3.825159924910308e-09,0.0,0.00018571842163022962,,0.10020900687459285,,1.900082082082082,,0.09995795795795796,,100.76982053934101,,0.10023308245168773,,0,449571,0,49929,0.0,0.0,0.0,0.3161612847234113,random_graph1000,True
disparity_filter,bench_noise_filtering,0.4,3.825159924910308e-09,0.0,0.00018571842163022962,,0.10020900687459285,,1.900082082082082,,0.09995795795795796,,100.76982053934101,,0.10023308245168773,,0,449571,0,49929,0.0,0.0,0.0,0.3161612847234113,random_graph1000,True
disparity_filter,bench_noise_filtering,0.5,3.825159924910308e-09,0.0,0.00018571842163022962,,0.10020900687459285,,1.900082082082082,,0.09995795795795796,,100.76982053934101,,0.10023308245168773,,0,449571,0,49929,0.0,0.0,0.0,0.3161612847234113,random_graph1000,True
disparity_filter,bench_net2net_filtering,,3.825159924910308e-09,0.0,0.00018571842163022962,,0.10020900687459285,,1.900082082082082,,0.09995795795795796,,100.76982053934101,,0.10023308245168773,,0,449571,0,49929,0.0,0.0,0.0,0.3161612847234113,random_graph1000,True
disparity_filter,bench_structural_noise_filtering,0.1,1.0,0.0,,,,,,,,,,,,,0,499500,0,0,0.0,0.0,0.0,0.0,random_graph1000,True
disparity_filter,bench_structural_noise_filtering,0.2,1.0,0.0,,,,,,,,,,,,,0,499500,0,0,0.0,0.0,0.0,0.0,random_graph1000,True
disparity_filter,bench_structural_noise_filtering,0.3,1.0,0.0,,,,,,,,,,,,,0,499500,0,0,0.0,0.0,0.0,0.0,random_graph1000,True
disparity_filter,bench_structural_noise_filtering,0.4,1.0,0.0,,,,,,,,,,,,,0,499500,0,0,0.0,0.0,0.0,0.0,random_graph1000,True
disparity_filter,bench_structural_noise_filtering,0.5,1.0,0.0,,,,,,,,,,,,,0,499500,0,0,0.0,0.0,0.0,0.0,random_graph1000,True
k_core_decomposition,bench_noise_filtering,0.1,0.04147279919551204,0.8602945171982829,0.00018571842163022962,-0.0007132709568198255,0.10020900687459285,0.11244662620123132,1.900082082082082,1.8874723878242032,0.09995795795795796,0.11252974439014406,100.76982053934101,109.71261513430852,0.10023308245168773,0.11246276340234182,47496,444291,5280,2433,0.8999545247839927,0.9512708045424503,0.9249014166788374,0.12426359660593057,random_graph1000,True
k_core_decomposition,bench_noise_filtering,0.2,6.193673376927929e-06,0.7807421975754449,0.00018571842163022962,-0.003973011105881034,0.10020900687459285,0.1256946133198296,1.900082082082082,1.874068526493166,0.09995795795795796,0.12593147350683392,100.76982053934101,124.21952673197111,0.10023308245168773,0.1256941038414476,48431,437468,12103,1498,0.8000627746390458,0.96999739630275,0.8768727990367815,0.16501281534847295,random_graph1000,True
k_core_decomposition,bench_noise_filtering,0.3,5.572265743927098e-09,0.6652145876621051,0.00018571842163022962,-0.006810713186324014,0.10020900687459285,0.14445326763103902,1.900082082082082,1.855112953222894,0.09995795795795796,0.14488704677710593,100.76982053934101,139.2032956667311,0.10023308245168773,0.14442787165125534,46422,429715,19856,3507,0.7004134101813573,0.9297602595685874,0.798953591435972,0.21627013842131043,random_graph1000,True
k_core_decomposition,bench_noise_filtering,0.4,3.825160841702075e-09,0.591665250018214,0.00018571842163022962,-0.0049525277751805985,0.10020900687459285,0.1670732405400239,1.900082082082082,1.8325471503445998,0.09995795795795796,0.1674528496554001,100.76982053934101,165.53411258771104,0.10023308245168773,0.16707534370779045,48726,417146,32425,1203,0.6004362238296509,0.9759057862164273,0.7434543790051876,0.25946738392970187,random_graph1000,True
k_core_decomposition,bench_noise_filtering,0.5,3.825161106589198e-09,0.49106814748274874,0.00018571842163022962,-0.004986472082318009,0.10020900687459285,0.2008901641036829,1.900082082082082,1.798762121849575,0.09995795795795796,0.20123787815042501,100.76982053934101,197.29795490164506,0.10023308245168773,0.20088488762390252,48107,401536,48035,1822,0.5003744461317634,0.9635081816178974,0.6586796831677746,0.3159332426539091,random_graph1000,True
k_core_decomposition,bench_net2net_filtering,,0.5395280576960824,0.928117927456989,0.00018571842163022962,0.001058516788316591,0.10020900687459285,0.10181571802333574,1.900082082082082,1.8980885694738672,0.09995795795795796,0.10194002828978774,100.76982053934101,97.90912906148385,0.10023308245168773,0.10183868631281855,46340,449571,0,3589,1.0,0.928117927456989,0.9627190476685122,0.084765471656714,random_graph1000,True
k_core_decomposition,bench_structural_noise_filtering,0.1,0.03564303784242345,0.8507885876306929,0.001058516788316591,0.005042671027230073,0.10181571802333574,0.11339505055260826,1.8980885694738672,1.8862839143818455,0.10194002828978774,0.11371847185434414,97.90912906148385,104.80665159743494,0.10183868631281855,0.1134297008057493,43209,403794,4447,3131,0.9066854121201947,0.9324341821320673,0.9193795480658752,0.1291135019384993,random_graph1000,True
k_core_decomposition,bench_structural_noise_filtering,0.2,4.821367292426279e-05,0.7402673276090997,0.001058516788316591,-0.0004043909345997097,0.10181571802333574,0.1276295713558456,1.8980885694738672,1.8721327128516971,0.10194002828978774,0.1278672871483028,97.90912906148385,115.97757376502615,0.10183868631281855,0.1276361307926995,41814,398096,10145,4526,0.8047498989587945,0.9023305999136815,0.8507512792602163,0.17964875785410062,random_graph1000,True
k_core_decomposition,bench_structural_noise_filtering,0.3,1.0984277782008092e-08,0.6466011209568838,0.001058516788316591,0.0007172183607815273,0.10181571802333574,0.14597212429820988,1.8980885694738672,1.8539179099845315,0.10194002828978774,0.14608209001546854,97.90912906148385,131.78531780960674,0.10183868631281855,0.1459926804099594,41301,390707,17534,5039,0.7019801138777938,0.8912602503236944,0.7853767530306632,0.22283787120851506,random_graph1000,True
k_core_decomposition,bench_structural_noise_filtering,0.4,3.2982009130505418e-09,0.5593646393825752,0.001058516788316591,-0.0034932238640783078,0.10181571802333574,0.17013836447182198,1.8980885694738672,1.829732541009715,0.10194002828978774,0.1702674589902851,97.90912906148385,153.2787506319144,0.10183868631281855,0.17012079690543405,41167,380985,27256,5173,0.601654414451281,0.888368580060423,0.7174263482132743,0.26709215890978594,random_graph1000,True
k_core_decomposition,bench_structural_noise_filtering,0.5,3.2982010924467954e-09,0.4684906489123148,0.001058516788316591,-0.0021928929067639913,0.10181571802333574,0.20409151236936546,1.8980885694738672,1.7955365376625219,0.10194002828978774,0.20446346233747809,97.90912906148385,182.18753129902368,0.10183868631281855,0.20409660563913137,40531,368067,40174,5809,0.5022117588749148,0.8746439361242987,0.6380573812428667,0.31804825058985187,random_graph1000,True
overlapping_trees,bench_noise_filtering,0.1,3.825160012222583e-09,0.05260747496067382,0.00018571842163022962,-0.07748725536883039,0.10020900687459285,0.002447546897546898,1.900082082082082,4.131901901901902,0.09995795795795796,0.005873873873873874,100.76982053934101,6.4072455743948105,0.10023308245168773,0.002434304974720679,2642,449279,292,47287,0.9004771642808452,0.05291513949808729,0.09995649130771996,0.3086312577385078,random_graph1000,True
overlapping_trees,bench_noise_filtering,0.2,3.8251599994637314e-09,0.04603180883051116,0.00018571842163022962,-0.08201894680235049,0.10020900687459285,0.0050911976911976915,1.900082082082082,4.122832832832833,0.09995795795795796,0.005905905905905906,100.76982053934101,6.4468407114990125,0.10023308245168773,0.004642238177766774,2327,448948,623,47602,0.7888135593220339,0.04660618077670292,0.08801225439210272,0.3107194016255608,random_graph1000,True
overlapping_trees,bench_noise_filtering,0.3,3.825160012927657e-09,0.04081793312471709,0.00018571842163022962,-0.08767445874090506,0.10020900687459285,0.005481204906204904,1.900082082082082,4.1015995995995995,0.09995795795795796,0.005917917917917918,100.76982053934101,6.530540149339406,0.10023308245168773,0.005088750227176349,2074,448689,882,47855,0.7016238159675237,0.04153898535921008,0.0784343386593552,0.31236448513166726,random_graph1000,True
overlapping_trees,bench_noise_filtering,0.4,3.8251600124356555e-09,0.035253587018223814,0.00018571842163022962,-0.05504146240004021,0.10020900687459285,0.004702836052836052,1.900082082082082,4.1174254254254254,0.09995795795795796,0.005923923923923924,100.76982053934101,6.585224305135562,0.10023308245168773,0.004606596646397641,1801,448413,1158,48128,0.6086515714768503,0.036071221134010296,0.0681061866585993,0.31411887983798537,random_graph1000,True
